,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition
8,3.0,12.0,0.0,1.0,DEN,Punt,-30.0,"3,12",37.0
9,4.0,17.0,0.0,1.0,DEN,Punt,-30.0,"4,17",42.0
0,1.0,10.0,1.0,1.0,HOU,Touchdown,-47.0,"1,10",97.0
1,1.0,11.0,1.0,1.0,HOU,Touchdown,-47.0,"1,11",98.0
2,2.0,6.0,1.0,1.0,HOU,Touchdown,-47.0,"2,6",93.0
3,3.0,4.0,1.0,1.0,HOU,Touchdown,-47.0,"3,4",91.0
4,1.0,10.0,1.0,1.0,HOU,Touchdown,-47.0,"1,10",83.0
5,1.0,10.0,1.0,1.0,HOU,Touchdown,-47.0,"1,10",61.0
6,2.0,10.0,1.0,1.0,HOU,Touchdown,-47.0,"2,10",61.0
7,3.0,1.0,1.0,1.0,HOU,Touchdown,-47.0,"3,1",52.0
8,1.0,10.0,1.0,1.0,HOU,Touchdown,-47.0,"1,10",48.0
9,2.0,13.0,1.0,1.0,HOU,Touchdown,-47.0,"2,13",51.0
10,3.0,11.0,1.0,1.0,HOU,Touchdown,-47.0,"3,11",49.0
11,1.0,10.0,1.0,1.0,HOU,Touchdown,-47.0,"1,10",31.0
12,1.0,4.0,1.0,1.0,HOU,Touchdown,-47.0,"1,4",4.0
13,2.0,4.0,1.0,1.0,HOU,Touchdown,-47.0,"2,4",4.0
14,3.0,3.0,1.0,1.0,HOU,Touchdown,-47.0,"3,3",3.0
1,1.0,10.0,0.0,1.0,DEN,Punt,-32.0,"1,10",82.0
3,2.0,6.0,0.0,1.0,DEN,Punt,-32.0,"2,6",78.0
4,3.0,6.0,0.0,1.0,DEN,Punt,-32.0,"3,6",78.0
5,4.0,6.0,0.0,1.0,DEN,Punt,-32.0,"4,6",78.0
0,1.0,10.0,1.0,1.0,HOU,Touchdown,-7.0,"1,10",57.0
1,2.0,5.0,1.0,1.0,HOU,Touchdown,-7.0,"2,5",52.0
1,1.0,10.0,1.0,1.0,DEN,Field Goal,-30.0,"1,10",80.0
2,2.0,9.0,1.0,1.0,DEN,Field Goal,-30.0,"2,9",79.0
3,1.0,10.0,1.0,1.0,DEN,Field Goal,-30.0,"1,10",49.0
4,2.0,4.0,1.0,1.0,DEN,Field Goal,-30.0,"2,4",43.0
5,1.0,10.0,1.0,1.0,DEN,Field Goal,-30.0,"1,10",39.0
6,1.0,8.0,0.0,1.0,DEN,Field Goal,-30.0,"1,8",8.0
7,2.0,8.0,0.0,1.0,DEN,Field Goal,-30.0,"2,8",8.0
8,3.0,5.0,0.0,1.0,DEN,Field Goal,-30.0,"3,5",5.0
9,4.0,5.0,0.0,1.0,DEN,Field Goal,-30.0,"4,5",5.0
1,1.0,10.0,0.0,1.0,HOU,Punt,-30.0,"1,10",80.0
2,2.0,9.0,0.0,1.0,HOU,Punt,-30.0,"2,9",79.0
3,3.0,9.0,0.0,1.0,HOU,Punt,-30.0,"3,9",79.0
4,4.0,9.0,0.0,1.0,HOU,Punt,-30.0,"4,9",79.0
0,1.0,10.0,0.0,1.0,DEN,Punt,-7.0,"1,10",57.0
1,2.0,10.0,0.0,1.0,DEN,Punt,-7.0,"2,10",57.0
3,3.0,4.0,0.0,1.0,DEN,Punt,-7.0,"3,4",51.0
4,4.0,4.0,0.0,1.0,DEN,Punt,-7.0,"4,4",51.0
0,1.0,10.0,1.0,1.0,HOU,Interception,-34.0,"1,10",84.0
1,1.0,10.0,1.0,1.0,HOU,Interception,-34.0,"1,10",63.0
2,2.0,10.0,1.0,1.0,HOU,Interception,-34.0,"2,10",63.0
3,1.0,10.0,1.0,1.0,HOU,Interception,-34.0,"1,10",51.0
4,2.0,8.0,1.0,1.0,HOU,Interception,-34.0,"2,8",49.0
5,3.0,8.0,1.0,1.0,HOU,Interception,-34.0,"3,8",49.0
7,1.0,10.0,0.0,1.0,HOU,Interception,-34.0,"1,10",39.0
8,2.0,9.0,0.0,1.0,HOU,Interception,-34.0,"2,9",38.0
9,3.0,9.0,0.0,1.0,HOU,Interception,-34.0,"3,9",38.0
0,1.0,10.0,1.0,1.0,DEN,Field Goal,-10.0,"1,10",60.0
2,2.0,13.0,1.0,1.0,DEN,Field Goal,-10.0,"2,13",63.0
3,3.0,13.0,1.0,1.0,DEN,Field Goal,-10.0,"3,13",63.0
4,1.0,10.0,0.0,1.0,DEN,Field Goal,-10.0,"1,10",41.0
6,2.0,4.0,0.0,1.0,DEN,Field Goal,-10.0,"2,4",35.0
1,1.0,10.0,0.0,1.0,HOU,Punt,-30.0,"1,10",80.0
2,2.0,10.0,0.0,1.0,HOU,Punt,-30.0,"2,10",80.0
3,3.0,6.0,0.0,1.0,HOU,Punt,-30.0,"3,6",76.0
4,4.0,6.0,0.0,1.0,HOU,Punt,-30.0,"4,6",76.0
0,1.0,10.0,0.0,1.0,DEN,Punt,-18.0,"1,10",68.0
1,2.0,12.0,0.0,1.0,DEN,Punt,-18.0,"2,12",70.0
2,3.0,12.0,0.0,1.0,DEN,Punt,-18.0,"3,12",70.0
3,4.0,12.0,0.0,1.0,DEN,Punt,-18.0,"4,12",70.0
0,1.0,10.0,1.0,1.0,HOU,Field Goal,-12.0,"1,10",62.0
1,2.0,7.0,1.0,1.0,HOU,Field Goal,-12.0,"2,7",59.0
2,3.0,2.0,1.0,1.0,HOU,Field Goal,-12.0,"3,2",54.0
3,1.0,10.0,1.0,1.0,HOU,Field Goal,-12.0,"1,10",36.0
4,1.0,10.0,0.0,1.0,HOU,Field Goal,-12.0,"1,10",21.0
5,2.0,7.0,0.0,1.0,HOU,Field Goal,-12.0,"2,7",18.0
6,3.0,2.0,0.0,1.0,HOU,Field Goal,-12.0,"3,2",13.0
7,3.0,12.0,0.0,1.0,HOU,Field Goal,-12.0,"3,12",23.0
8,4.0,12.0,0.0,1.0,HOU,Field Goal,-12.0,"4,12",23.0
1,1.0,10.0,1.0,1.0,DEN,Punt,-24.0,"1,10",74.0
3,2.0,10.0,1.0,1.0,DEN,Punt,-24.0,"2,10",74.0
4,3.0,11.0,1.0,1.0,DEN,Punt,-24.0,"3,11",75.0
5,1.0,10.0,0.0,1.0,DEN,Punt,-24.0,"1,10",70.0
6,2.0,7.0,0.0,1.0,DEN,Punt,-24.0,"2,7",67.0
7,3.0,7.0,0.0,1.0,DEN,Punt,-24.0,"3,7",67.0
8,3.0,17.0,0.0,1.0,DEN,Punt,-24.0,"3,17",77.0
9,4.0,17.0,0.0,1.0,DEN,Punt,-24.0,"4,17",77.0
0,1.0,10.0,0.0,1.0,HOU,Punt,-23.0,"1,10",73.0
1,2.0,5.0,0.0,1.0,HOU,Punt,-23.0,"2,5",68.0
2,3.0,3.0,0.0,1.0,HOU,Punt,-23.0,"3,3",66.0
3,4.0,3.0,0.0,1.0,HOU,Punt,-23.0,"4,3",66.0
0,1.0,10.0,0.0,1.0,DEN,Punt,-30.0,"1,10",80.0
1,2.0,10.0,0.0,1.0,DEN,Punt,-30.0,"2,10",80.0
2,3.0,9.0,0.0,1.0,DEN,Punt,-30.0,"3,9",79.0
3,4.0,9.0,0.0,1.0,DEN,Punt,-30.0,"4,9",79.0
0,1.0,10.0,1.0,1.0,HOU,Touchdown,-22.0,"1,10",72.0
1,1.0,10.0,1.0,1.0,HOU,Touchdown,-22.0,"1,10",60.0
2,2.0,10.0,1.0,1.0,HOU,Touchdown,-22.0,"2,10",60.0
3,1.0,10.0,1.0,1.0,HOU,Touchdown,-22.0,"1,10",14.0
4,2.0,10.0,1.0,1.0,HOU,Touchdown,-22.0,"2,10",14.0
1,1.0,10.0,1.0,1.0,DEN,Punt,-39.0,"1,10",89.0
2,2.0,10.0,1.0,1.0,DEN,Punt,-39.0,"2,10",89.0
3,3.0,10.0,1.0,1.0,DEN,Punt,-39.0,"3,10",89.0
4,1.0,10.0,1.0,1.0,DEN,Punt,-39.0,"1,10",63.0
5,1.0,10.0,0.0,1.0,DEN,Punt,-39.0,"1,10",50.0
6,2.0,7.0,0.0,1.0,DEN,Punt,-39.0,"2,7",47.0
7,3.0,7.0,0.0,1.0,DEN,Punt,-39.0,"3,7",47.0
8,4.0,7.0,0.0,1.0,DEN,Punt,-39.0,"4,7",47.0
0,1.0,10.0,1.0,1.0,HOU,Fumble,-30.0,"1,10",80.0
1,2.0,6.0,1.0,1.0,HOU,Fumble,-30.0,"2,6",76.0
2,1.0,10.0,1.0,1.0,HOU,Fumble,-30.0,"1,10",68.0
3,2.0,9.0,1.0,1.0,HOU,Fumble,-30.0,"2,9",67.0
4,3.0,7.0,1.0,1.0,HOU,Fumble,-30.0,"3,7",65.0
5,1.0,10.0,1.0,1.0,HOU,Fumble,-30.0,"1,10",60.0
6,2.0,7.0,1.0,1.0,HOU,Fumble,-30.0,"2,7",57.0
7,1.0,10.0,0.0,1.0,HOU,Fumble,-30.0,"1,10",48.0
0,1.0,10.0,1.0,1.0,DEN,Touchdown,1.0,"1,10",49.0
1,1.0,10.0,1.0,1.0,DEN,Touchdown,1.0,"1,10",38.0
1,1.0,10.0,0.0,1.0,HOU,Punt,-30.0,"1,10",80.0
2,2.0,10.0,0.0,1.0,HOU,Punt,-30.0,"2,10",80.0
3,3.0,12.0,0.0,1.0,HOU,Punt,-30.0,"3,12",82.0
4,4.0,10.0,0.0,1.0,HOU,Punt,-30.0,"4,10",80.0
0,1.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"1,10",74.0
1,2.0,6.0,1.0,1.0,DEN,Touchdown,-24.0,"2,6",70.0
2,3.0,2.0,1.0,1.0,DEN,Touchdown,-24.0,"3,2",66.0
3,1.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"1,10",62.0
4,2.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"2,10",62.0
5,1.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"1,10",50.0
6,2.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"2,10",50.0
7,1.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"1,10",39.0
8,2.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"2,10",39.0
9,3.0,16.0,1.0,1.0,DEN,Touchdown,-24.0,"3,16",45.0
10,4.0,16.0,1.0,1.0,DEN,Touchdown,-24.0,"4,16",45.0
11,1.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"1,10",40.0
12,2.0,1.0,1.0,1.0,DEN,Touchdown,-24.0,"2,1",31.0
13,3.0,1.0,1.0,1.0,DEN,Touchdown,-24.0,"3,1",31.0
14,1.0,10.0,1.0,1.0,DEN,Touchdown,-24.0,"1,10",27.0
15,1.0,1.0,1.0,1.0,DEN,Touchdown,-24.0,"1,1",1.0
16,2.0,4.0,1.0,1.0,DEN,Touchdown,-24.0,"2,4",4.0
17,3.0,6.0,1.0,1.0,DEN,Touchdown,-24.0,"3,6",6.0
1,1.0,10.0,1.0,1.0,HOU,Punt,-30.0,"1,10",80.0
3,2.0,7.0,1.0,1.0,HOU,Punt,-30.0,"2,7",77.0
5,3.0,5.0,1.0,1.0,HOU,Punt,-30.0,"3,5",75.0
6,1.0,10.0,0.0,1.0,HOU,Punt,-30.0,"1,10",63.0
8,2.0,6.0,0.0,1.0,HOU,Punt,-30.0,"2,6",59.0
9,3.0,3.0,0.0,1.0,HOU,Punt,-30.0,"3,3",56.0
11,4.0,3.0,0.0,1.0,HOU,Punt,-30.0,"4,3",56.0
1,1.0,10.0,0.0,1.0,OAK,Interception,-9.0,"1,10",59.0
0,1.0,10.0,1.0,1.0,PIT,Touchdown,14.0,"1,10",36.0
1,2.0,10.0,1.0,1.0,PIT,Touchdown,14.0,"2,10",36.0
2,3.0,10.0,1.0,1.0,PIT,Touchdown,14.0,"3,10",36.0
3,4.0,1.0,1.0,1.0,PIT,Touchdown,14.0,"4,1",27.0
4,1.0,7.0,1.0,1.0,PIT,Touchdown,14.0,"1,7",7.0
5,2.0,5.0,1.0,1.0,PIT,Touchdown,14.0,"2,5",5.0
6,3.0,4.0,1.0,1.0,PIT,Touchdown,14.0,"3,4",4.0
1,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",80.0
2,2.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"2,10",80.0
3,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",64.0
1,1.0,10.0,1.0,1.0,PIT,Touchdown,-31.0,"1,10",81.0
2,2.0,6.0,1.0,1.0,PIT,Touchdown,-31.0,"2,6",77.0
3,3.0,6.0,1.0,1.0,PIT,Touchdown,-31.0,"3,6",77.0
4,1.0,10.0,1.0,1.0,PIT,Touchdown,-31.0,"1,10",61.0
5,2.0,10.0,1.0,1.0,PIT,Touchdown,-31.0,"2,10",61.0
6,3.0,2.0,1.0,1.0,PIT,Touchdown,-31.0,"3,2",53.0
7,1.0,10.0,1.0,1.0,PIT,Touchdown,-31.0,"1,10",46.0
8,1.0,10.0,1.0,1.0,PIT,Touchdown,-31.0,"1,10",35.0
9,1.0,10.0,1.0,1.0,PIT,Touchdown,-31.0,"1,10",21.0
10,2.0,7.0,1.0,1.0,PIT,Touchdown,-31.0,"2,7",18.0
11,1.0,4.0,1.0,1.0,PIT,Touchdown,-31.0,"1,4",4.0
12,2.0,4.0,1.0,1.0,PIT,Touchdown,-31.0,"2,4",4.0
1,1.0,10.0,0.0,1.0,OAK,Punt,-30.0,"1,10",80.0
2,2.0,13.0,0.0,1.0,OAK,Punt,-30.0,"2,13",83.0
3,3.0,13.0,0.0,1.0,OAK,Punt,-30.0,"3,13",83.0
4,4.0,20.0,0.0,1.0,OAK,Punt,-30.0,"4,20",90.0
0,1.0,10.0,0.0,1.0,PIT,Punt,2.0,"1,10",48.0
1,2.0,10.0,0.0,1.0,PIT,Punt,2.0,"2,10",48.0
2,2.0,15.0,0.0,1.0,PIT,Punt,2.0,"2,15",53.0
3,2.0,25.0,0.0,1.0,PIT,Punt,2.0,"2,25",63.0
5,3.0,25.0,0.0,1.0,PIT,Punt,2.0,"3,25",63.0
6,4.0,11.0,0.0,1.0,PIT,Punt,2.0,"4,11",49.0
0,1.0,10.0,0.0,1.0,OAK,Punt,-36.0,"1,10",86.0
1,2.0,9.0,0.0,1.0,OAK,Punt,-36.0,"2,9",85.0
2,3.0,6.0,0.0,1.0,OAK,Punt,-36.0,"3,6",82.0
3,4.0,6.0,0.0,1.0,OAK,Punt,-36.0,"4,6",82.0
0,1.0,10.0,1.0,1.0,PIT,Punt,-32.0,"1,10",82.0
1,2.0,8.0,1.0,1.0,PIT,Punt,-32.0,"2,8",80.0
2,3.0,1.0,1.0,1.0,PIT,Punt,-32.0,"3,1",73.0
3,1.0,10.0,0.0,1.0,PIT,Punt,-32.0,"1,10",70.0
4,2.0,8.0,0.0,1.0,PIT,Punt,-32.0,"2,8",68.0
5,3.0,4.0,0.0,1.0,PIT,Punt,-32.0,"3,4",64.0
6,3.0,9.0,0.0,1.0,PIT,Punt,-32.0,"3,9",69.0
7,4.0,9.0,0.0,1.0,PIT,Punt,-32.0,"4,9",69.0
0,1.0,10.0,0.0,1.0,OAK,Punt,-10.0,"1,10",60.0
1,2.0,9.0,0.0,1.0,OAK,Punt,-10.0,"2,9",59.0
2,3.0,4.0,0.0,1.0,OAK,Punt,-10.0,"3,4",54.0
3,4.0,6.0,0.0,1.0,OAK,Punt,-10.0,"4,6",56.0
0,1.0,10.0,1.0,1.0,PIT,Fumble,-42.0,"1,10",92.0
1,2.0,6.0,1.0,1.0,PIT,Fumble,-42.0,"2,6",88.0
2,3.0,1.0,1.0,1.0,PIT,Fumble,-42.0,"3,1",83.0
4,1.0,10.0,1.0,1.0,PIT,Fumble,-42.0,"1,10",79.0
5,2.0,1.0,1.0,1.0,PIT,Fumble,-42.0,"2,1",70.0
6,1.0,10.0,0.0,1.0,PIT,Fumble,-42.0,"1,10",67.0
7,2.0,9.0,0.0,1.0,PIT,Fumble,-42.0,"2,9",66.0
0,1.0,10.0,1.0,1.0,OAK,Touchdown,20.0,"1,10",30.0
1,2.0,7.0,1.0,1.0,OAK,Touchdown,20.0,"2,7",27.0
2,1.0,10.0,1.0,1.0,OAK,Touchdown,20.0,"1,10",14.0
3,2.0,9.0,1.0,1.0,OAK,Touchdown,20.0,"2,9",13.0
4,3.0,3.0,1.0,1.0,OAK,Touchdown,20.0,"3,3",7.0
5,4.0,2.0,1.0,1.0,OAK,Touchdown,20.0,"4,2",6.0
6,1.0,3.0,1.0,1.0,OAK,Touchdown,20.0,"1,3",3.0
1,1.0,10.0,1.0,1.0,PIT,Field Goal,-30.0,"1,10",80.0
2,2.0,3.0,1.0,1.0,PIT,Field Goal,-30.0,"2,3",73.0
3,1.0,10.0,1.0,1.0,PIT,Field Goal,-30.0,"1,10",68.0
4,1.0,10.0,1.0,1.0,PIT,Field Goal,-30.0,"1,10",53.0
5,2.0,3.0,1.0,1.0,PIT,Field Goal,-30.0,"2,3",46.0
6,1.0,10.0,0.0,1.0,PIT,Field Goal,-30.0,"1,10",25.0
7,2.0,10.0,0.0,1.0,PIT,Field Goal,-30.0,"2,10",25.0
8,3.0,1.0,0.0,1.0,PIT,Field Goal,-30.0,"3,1",16.0
10,4.0,1.0,0.0,1.0,PIT,Field Goal,-30.0,"4,1",16.0
1,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",80.0
2,1.0,15.0,1.0,1.0,PIT,Touchdown,-30.0,"1,15",85.0
3,2.0,15.0,1.0,1.0,PIT,Touchdown,-30.0,"2,15",85.0
4,3.0,15.0,1.0,1.0,PIT,Touchdown,-30.0,"3,15",85.0
5,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",63.0
6,2.0,5.0,1.0,1.0,PIT,Touchdown,-30.0,"2,5",58.0
7,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",39.0
8,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",27.0
9,2.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"2,10",27.0
10,3.0,5.0,1.0,1.0,PIT,Touchdown,-30.0,"3,5",22.0
1,1.0,10.0,1.0,1.0,OAK,Touchdown,2.0,"1,10",48.0
2,1.0,10.0,1.0,1.0,OAK,Touchdown,2.0,"1,10",32.0
3,2.0,10.0,1.0,1.0,OAK,Touchdown,2.0,"2,10",32.0
4,3.0,9.0,1.0,1.0,OAK,Touchdown,2.0,"3,9",31.0
5,1.0,10.0,1.0,1.0,OAK,Touchdown,2.0,"1,10",19.0
6,2.0,5.0,1.0,1.0,OAK,Touchdown,2.0,"2,5",14.0
7,3.0,1.0,1.0,1.0,OAK,Touchdown,2.0,"3,1",10.0
8,1.0,5.0,1.0,1.0,OAK,Touchdown,2.0,"1,5",5.0
9,2.0,1.0,1.0,1.0,OAK,Touchdown,2.0,"2,1",1.0
10,3.0,1.0,1.0,1.0,OAK,Touchdown,2.0,"3,1",1.0
1,1.0,10.0,1.0,1.0,PIT,Touchdown,2.0,"1,10",48.0
2,2.0,4.0,1.0,1.0,PIT,Touchdown,2.0,"2,4",42.0
3,1.0,10.0,1.0,1.0,PIT,Touchdown,2.0,"1,10",37.0
4,1.0,10.0,1.0,1.0,PIT,Touchdown,2.0,"1,10",21.0
5,2.0,8.0,1.0,1.0,PIT,Touchdown,2.0,"2,8",19.0
6,2.0,13.0,1.0,1.0,PIT,Touchdown,2.0,"2,13",24.0
7,3.0,8.0,1.0,1.0,PIT,Touchdown,2.0,"3,8",19.0
8,1.0,10.0,1.0,1.0,PIT,Touchdown,2.0,"1,10",10.0
9,2.0,11.0,1.0,1.0,PIT,Touchdown,2.0,"2,11",11.0
1,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",80.0
2,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",62.0
3,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",51.0
4,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",34.0
6,2.0,4.0,1.0,1.0,OAK,Touchdown,-30.0,"2,4",28.0
7,2.0,9.0,1.0,1.0,OAK,Touchdown,-30.0,"2,9",33.0
8,3.0,9.0,1.0,1.0,OAK,Touchdown,-30.0,"3,9",33.0
9,1.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"1,10",16.0
10,2.0,10.0,1.0,1.0,OAK,Touchdown,-30.0,"2,10",16.0
11,3.0,8.0,1.0,1.0,OAK,Touchdown,-30.0,"3,8",14.0
12,1.0,4.0,1.0,1.0,OAK,Touchdown,-30.0,"1,4",4.0
13,2.0,1.0,1.0,1.0,OAK,Touchdown,-30.0,"2,1",1.0
14,2.0,6.0,1.0,1.0,OAK,Touchdown,-30.0,"2,6",6.0
1,1.0,10.0,1.0,1.0,PIT,Fumble,-28.0,"1,10",78.0
2,2.0,3.0,1.0,1.0,PIT,Fumble,-28.0,"2,3",71.0
3,1.0,10.0,0.0,1.0,PIT,Fumble,-28.0,"1,10",64.0
0,1.0,10.0,1.0,1.0,OAK,Field Goal,-14.0,"1,10",64.0
1,2.0,3.0,1.0,1.0,OAK,Field Goal,-14.0,"2,3",57.0
2,1.0,10.0,1.0,1.0,OAK,Field Goal,-14.0,"1,10",52.0
3,1.0,10.0,1.0,1.0,OAK,Field Goal,-14.0,"1,10",31.0
4,2.0,10.0,1.0,1.0,OAK,Field Goal,-14.0,"2,10",31.0
5,3.0,3.0,1.0,1.0,OAK,Field Goal,-14.0,"3,3",24.0
6,1.0,10.0,0.0,1.0,OAK,Field Goal,-14.0,"1,10",20.0
7,2.0,8.0,0.0,1.0,OAK,Field Goal,-14.0,"2,8",18.0
8,3.0,9.0,0.0,1.0,OAK,Field Goal,-14.0,"3,9",19.0
9,4.0,4.0,0.0,1.0,OAK,Field Goal,-14.0,"4,4",14.0
1,1.0,10.0,1.0,1.0,PIT,Punt,-30.0,"1,10",80.0
2,1.0,20.0,1.0,1.0,PIT,Punt,-30.0,"1,20",90.0
3,2.0,3.0,1.0,1.0,PIT,Punt,-30.0,"2,3",73.0
4,3.0,1.0,1.0,1.0,PIT,Punt,-30.0,"3,1",71.0
6,4.0,1.0,1.0,1.0,PIT,Punt,-30.0,"4,1",71.0
7,1.0,10.0,0.0,1.0,PIT,Punt,-30.0,"1,10",65.0
8,2.0,15.0,0.0,1.0,PIT,Punt,-30.0,"2,15",70.0
10,3.0,9.0,0.0,1.0,PIT,Punt,-30.0,"3,9",64.0
11,4.0,9.0,0.0,1.0,PIT,Punt,-30.0,"4,9",64.0
1,1.0,10.0,1.0,1.0,NE,Punt,-30.0,"1,10",80.0
2,1.0,10.0,0.0,1.0,NE,Punt,-30.0,"1,10",68.0
3,2.0,11.0,0.0,1.0,NE,Punt,-30.0,"2,11",69.0
4,3.0,14.0,0.0,1.0,NE,Punt,-30.0,"3,14",72.0
5,4.0,23.0,0.0,1.0,NE,Punt,-30.0,"4,23",81.0
0,1.0,10.0,0.0,1.0,BAL,Punt,-6.0,"1,10",56.0
1,2.0,7.0,0.0,1.0,BAL,Punt,-6.0,"2,7",53.0
2,3.0,6.0,0.0,1.0,BAL,Punt,-6.0,"3,6",52.0
3,4.0,1.0,0.0,1.0,BAL,Punt,-6.0,"4,1",47.0
0,1.0,10.0,1.0,1.0,NE,Field Goal,-40.0,"1,10",90.0
1,2.0,3.0,1.0,1.0,NE,Field Goal,-40.0,"2,3",83.0
2,3.0,1.0,1.0,1.0,NE,Field Goal,-40.0,"3,1",81.0
3,1.0,10.0,1.0,1.0,NE,Field Goal,-40.0,"1,10",79.0
4,1.0,10.0,0.0,1.0,NE,Field Goal,-40.0,"1,10",20.0
5,2.0,10.0,0.0,1.0,NE,Field Goal,-40.0,"2,10",20.0
6,3.0,9.0,0.0,1.0,NE,Field Goal,-40.0,"3,9",19.0
7,4.0,9.0,0.0,1.0,NE,Field Goal,-40.0,"4,9",19.0
1,1.0,10.0,0.0,1.0,BAL,Interception,-26.0,"1,10",76.0
0,1.0,6.0,1.0,1.0,NE,Touchdown,44.0,"1,6",6.0
1,2.0,6.0,1.0,1.0,NE,Touchdown,44.0,"2,6",6.0
2,3.0,2.0,1.0,1.0,NE,Touchdown,44.0,"3,2",2.0
1,1.0,10.0,0.0,1.0,BAL,Punt,-17.0,"1,10",67.0
2,2.0,8.0,0.0,1.0,BAL,Punt,-17.0,"2,8",65.0
3,3.0,5.0,0.0,1.0,BAL,Punt,-17.0,"3,5",62.0
4,4.0,2.0,0.0,1.0,BAL,Punt,-17.0,"4,2",59.0
0,1.0,10.0,1.0,1.0,NE,Field Goal,-41.0,"1,10",91.0
1,2.0,10.0,1.0,1.0,NE,Field Goal,-41.0,"2,10",91.0
2,3.0,6.0,1.0,1.0,NE,Field Goal,-41.0,"3,6",87.0
3,1.0,10.0,1.0,1.0,NE,Field Goal,-41.0,"1,10",76.0
4,2.0,7.0,1.0,1.0,NE,Field Goal,-41.0,"2,7",73.0
6,1.0,10.0,1.0,1.0,NE,Field Goal,-41.0,"1,10",51.0
7,1.0,10.0,0.0,1.0,NE,Field Goal,-41.0,"1,10",29.0
8,2.0,8.0,0.0,1.0,NE,Field Goal,-41.0,"2,8",27.0
9,2.0,11.0,0.0,1.0,NE,Field Goal,-41.0,"2,11",30.0
10,3.0,11.0,0.0,1.0,NE,Field Goal,-41.0,"3,11",30.0
11,3.0,21.0,0.0,1.0,NE,Field Goal,-41.0,"3,21",40.0
12,4.0,12.0,0.0,1.0,NE,Field Goal,-41.0,"4,12",31.0
1,1.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"1,10",82.0
2,2.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"2,10",82.0
3,3.0,6.0,1.0,1.0,BAL,Touchdown,-32.0,"3,6",78.0
4,1.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"1,10",76.0
5,2.0,6.0,1.0,1.0,BAL,Touchdown,-32.0,"2,6",72.0
6,2.0,7.0,1.0,1.0,BAL,Touchdown,-32.0,"2,7",73.0
7,1.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"1,10",63.0
8,2.0,2.0,1.0,1.0,BAL,Touchdown,-32.0,"2,2",55.0
9,1.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"1,10",49.0
10,1.0,15.0,1.0,1.0,BAL,Touchdown,-32.0,"1,15",54.0
11,2.0,13.0,1.0,1.0,BAL,Touchdown,-32.0,"2,13",52.0
12,3.0,13.0,1.0,1.0,BAL,Touchdown,-32.0,"3,13",52.0
13,1.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"1,10",38.0
14,2.0,2.0,1.0,1.0,BAL,Touchdown,-32.0,"2,2",30.0
15,1.0,10.0,1.0,1.0,BAL,Touchdown,-32.0,"1,10",25.0
1,1.0,10.0,1.0,1.0,NE,Punt,-30.0,"1,10",80.0
2,1.0,15.0,1.0,1.0,NE,Punt,-30.0,"1,15",85.0
3,2.0,6.0,1.0,1.0,NE,Punt,-30.0,"2,6",76.0
4,1.0,10.0,1.0,1.0,NE,Punt,-30.0,"1,10",68.0
5,1.0,10.0,0.0,1.0,NE,Punt,-30.0,"1,10",53.0
6,2.0,6.0,0.0,1.0,NE,Punt,-30.0,"2,6",49.0
7,3.0,19.0,0.0,1.0,NE,Punt,-30.0,"3,19",62.0
8,4.0,15.0,0.0,1.0,NE,Punt,-30.0,"4,15",58.0
0,1.0,10.0,1.0,1.0,BAL,Touchdown,-42.0,"1,10",92.0
1,2.0,9.0,1.0,1.0,BAL,Touchdown,-42.0,"2,9",91.0
2,3.0,4.0,1.0,1.0,BAL,Touchdown,-42.0,"3,4",86.0
3,1.0,10.0,1.0,1.0,BAL,Touchdown,-42.0,"1,10",81.0
4,2.0,7.0,1.0,1.0,BAL,Touchdown,-42.0,"2,7",78.0
