,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition
1,1.0,10.0,1.0,1.0,MIN,Touchdown,-9.0,"1,10",43.0
3,2.0,5.0,1.0,1.0,MIN,Touchdown,-9.0,"2,5",38.0
4,1.0,10.0,1.0,1.0,MIN,Touchdown,-9.0,"1,10",27.0
5,2.0,2.0,1.0,1.0,MIN,Touchdown,-9.0,"2,2",19.0
7,1.0,5.0,1.0,1.0,MIN,Touchdown,-9.0,"1,5",5.0
8,2.0,3.0,1.0,1.0,MIN,Touchdown,-9.0,"2,3",3.0
1,1.0,10.0,0.0,1.0,JAC,End of Half,-34.0,"1,10",84.0
1,1.0,10.0,1.0,1.0,JAC,Fumble,-30.0,"1,10",80.0
2,2.0,7.0,1.0,1.0,JAC,Fumble,-30.0,"2,7",77.0
3,2.0,12.0,1.0,1.0,JAC,Fumble,-30.0,"2,12",82.0
4,3.0,5.0,1.0,1.0,JAC,Fumble,-30.0,"3,5",75.0
5,1.0,10.0,1.0,1.0,JAC,Fumble,-30.0,"1,10",67.0
6,2.0,6.0,1.0,1.0,JAC,Fumble,-30.0,"2,6",63.0
7,1.0,10.0,0.0,1.0,JAC,Fumble,-30.0,"1,10",56.0
0,1.0,10.0,1.0,1.0,MIN,Touchdown,6.0,"1,10",44.0
1,1.0,10.0,1.0,1.0,MIN,Touchdown,6.0,"1,10",25.0
2,1.0,6.0,1.0,1.0,MIN,Touchdown,6.0,"1,6",6.0
3,2.0,2.0,1.0,1.0,MIN,Touchdown,6.0,"2,2",2.0
1,1.0,10.0,1.0,1.0,JAC,Punt,-32.0,"1,10",82.0
2,2.0,10.0,1.0,1.0,JAC,Punt,-32.0,"2,10",82.0
3,3.0,1.0,1.0,1.0,JAC,Punt,-32.0,"3,1",73.0
4,1.0,10.0,0.0,1.0,JAC,Punt,-32.0,"1,10",63.0
5,2.0,4.0,0.0,1.0,JAC,Punt,-32.0,"2,4",57.0
6,3.0,4.0,0.0,1.0,JAC,Punt,-32.0,"3,4",57.0
7,4.0,4.0,0.0,1.0,JAC,Punt,-32.0,"4,4",57.0
0,1.0,10.0,0.0,1.0,MIN,Fumble,-30.0,"1,10",80.0
0,1.0,10.0,0.0,1.0,JAC,Field Goal,34.0,"1,10",16.0
1,2.0,6.0,0.0,1.0,JAC,Field Goal,34.0,"2,6",12.0
2,3.0,2.0,0.0,1.0,JAC,Field Goal,34.0,"3,2",8.0
3,4.0,2.0,0.0,1.0,JAC,Field Goal,34.0,"4,2",8.0
1,1.0,10.0,1.0,1.0,MIN,Field Goal,-27.0,"1,10",77.0
2,1.0,10.0,1.0,1.0,MIN,Field Goal,-27.0,"1,10",62.0
3,2.0,4.0,1.0,1.0,MIN,Field Goal,-27.0,"2,4",56.0
4,1.0,10.0,1.0,1.0,MIN,Field Goal,-27.0,"1,10",47.0
5,1.0,10.0,1.0,1.0,MIN,Field Goal,-27.0,"1,10",34.0
6,2.0,8.0,1.0,1.0,MIN,Field Goal,-27.0,"2,8",32.0
7,3.0,8.0,1.0,1.0,MIN,Field Goal,-27.0,"3,8",32.0
8,1.0,3.0,0.0,1.0,MIN,Field Goal,-27.0,"1,3",3.0
10,2.0,4.0,0.0,1.0,MIN,Field Goal,-27.0,"2,4",4.0
11,3.0,2.0,0.0,1.0,MIN,Field Goal,-27.0,"3,2",2.0
12,4.0,2.0,0.0,1.0,MIN,Field Goal,-27.0,"4,2",2.0
1,1.0,10.0,1.0,1.0,JAC,Field Goal,-30.0,"1,10",80.0
2,1.0,10.0,1.0,1.0,JAC,Field Goal,-30.0,"1,10",61.0
3,2.0,9.0,1.0,1.0,JAC,Field Goal,-30.0,"2,9",60.0
4,1.0,10.0,1.0,1.0,JAC,Field Goal,-30.0,"1,10",45.0
5,2.0,9.0,1.0,1.0,JAC,Field Goal,-30.0,"2,9",44.0
6,3.0,9.0,1.0,1.0,JAC,Field Goal,-30.0,"3,9",44.0
7,1.0,10.0,0.0,1.0,JAC,Field Goal,-30.0,"1,10",32.0
8,2.0,7.0,0.0,1.0,JAC,Field Goal,-30.0,"2,7",29.0
9,3.0,7.0,0.0,1.0,JAC,Field Goal,-30.0,"3,7",29.0
10,4.0,7.0,0.0,1.0,JAC,Field Goal,-30.0,"4,7",29.0
1,1.0,10.0,1.0,1.0,MIN,Field Goal,-30.0,"1,10",80.0
2,2.0,5.0,1.0,1.0,MIN,Field Goal,-30.0,"2,5",75.0
3,1.0,10.0,1.0,1.0,MIN,Field Goal,-30.0,"1,10",59.0
4,1.0,10.0,1.0,1.0,MIN,Field Goal,-30.0,"1,10",39.0
5,2.0,9.0,1.0,1.0,MIN,Field Goal,-30.0,"2,9",38.0
6,1.0,10.0,0.0,1.0,MIN,Field Goal,-30.0,"1,10",20.0
7,2.0,3.0,0.0,1.0,MIN,Field Goal,-30.0,"2,3",13.0
8,3.0,3.0,0.0,1.0,MIN,Field Goal,-30.0,"3,3",13.0
9,3.0,13.0,0.0,1.0,MIN,Field Goal,-30.0,"3,13",23.0
10,4.0,13.0,0.0,1.0,MIN,Field Goal,-30.0,"4,13",23.0
1,1.0,10.0,1.0,1.0,JAC,Punt,-30.0,"1,10",80.0
3,2.0,2.0,1.0,1.0,JAC,Punt,-30.0,"2,2",72.0
4,3.0,1.0,1.0,1.0,JAC,Punt,-30.0,"3,1",71.0
5,1.0,10.0,0.0,1.0,JAC,Punt,-30.0,"1,10",70.0
6,2.0,21.0,0.0,1.0,JAC,Punt,-30.0,"2,21",81.0
7,3.0,18.0,0.0,1.0,JAC,Punt,-30.0,"3,18",78.0
9,4.0,10.0,0.0,1.0,JAC,Punt,-30.0,"4,10",70.0
0,1.0,10.0,0.0,1.0,MIN,Punt,-36.0,"1,10",86.0
2,2.0,9.0,0.0,1.0,MIN,Punt,-36.0,"2,9",85.0
3,3.0,6.0,0.0,1.0,MIN,Punt,-36.0,"3,6",82.0
5,4.0,7.0,0.0,1.0,MIN,Punt,-36.0,"4,7",83.0
0,1.0,10.0,1.0,1.0,JAC,Touchdown,-26.0,"1,10",76.0
1,1.0,10.0,1.0,1.0,JAC,Touchdown,-26.0,"1,10",56.0
2,2.0,3.0,1.0,1.0,JAC,Touchdown,-26.0,"2,3",49.0
3,3.0,3.0,1.0,1.0,JAC,Touchdown,-26.0,"3,3",49.0
4,4.0,3.0,1.0,1.0,JAC,Touchdown,-26.0,"4,3",49.0
5,1.0,10.0,1.0,1.0,JAC,Touchdown,-26.0,"1,10",39.0
1,1.0,10.0,1.0,1.0,MIN,Field Goal,-19.0,"1,10",69.0
2,1.0,10.0,0.0,1.0,MIN,Field Goal,-19.0,"1,10",43.0
3,2.0,4.0,0.0,1.0,MIN,Field Goal,-19.0,"2,4",37.0
1,1.0,10.0,1.0,1.0,MIN,Field Goal,-25.0,"1,10",75.0
2,1.0,10.0,1.0,1.0,MIN,Field Goal,-25.0,"1,10",65.0
3,2.0,7.0,1.0,1.0,MIN,Field Goal,-25.0,"2,7",62.0
4,1.0,10.0,1.0,1.0,MIN,Field Goal,-25.0,"1,10",42.0
5,1.0,10.0,0.0,1.0,MIN,Field Goal,-25.0,"1,10",25.0
6,2.0,9.0,0.0,1.0,MIN,Field Goal,-25.0,"2,9",24.0
7,3.0,13.0,0.0,1.0,MIN,Field Goal,-25.0,"3,13",28.0
8,4.0,5.0,0.0,1.0,MIN,Field Goal,-25.0,"4,5",20.0
1,1.0,10.0,1.0,1.0,NYJ,Interception,-31.0,"1,10",81.0
2,2.0,10.0,1.0,1.0,NYJ,Interception,-31.0,"2,10",81.0
3,3.0,6.0,1.0,1.0,NYJ,Interception,-31.0,"3,6",77.0
4,1.0,10.0,1.0,1.0,NYJ,Interception,-31.0,"1,10",70.0
5,2.0,7.0,1.0,1.0,NYJ,Interception,-31.0,"2,7",67.0
6,1.0,10.0,0.0,1.0,NYJ,Interception,-31.0,"1,10",56.0
7,2.0,7.0,0.0,1.0,NYJ,Interception,-31.0,"2,7",53.0
0,1.0,10.0,1.0,1.0,BUF,Interception,-4.0,"1,10",54.0
1,1.0,15.0,1.0,1.0,BUF,Interception,-4.0,"1,15",59.0
2,2.0,13.0,1.0,1.0,BUF,Interception,-4.0,"2,13",57.0
3,1.0,10.0,0.0,1.0,BUF,Interception,-4.0,"1,10",44.0
4,2.0,13.0,0.0,1.0,BUF,Interception,-4.0,"2,13",47.0
0,1.0,10.0,1.0,1.0,NYJ,Touchdown,-11.0,"1,10",61.0
1,2.0,8.0,1.0,1.0,NYJ,Touchdown,-11.0,"2,8",59.0
2,3.0,7.0,1.0,1.0,NYJ,Touchdown,-11.0,"3,7",58.0
3,1.0,10.0,1.0,1.0,NYJ,Touchdown,-11.0,"1,10",37.0
4,2.0,6.0,1.0,1.0,NYJ,Touchdown,-11.0,"2,6",33.0
5,3.0,6.0,1.0,1.0,NYJ,Touchdown,-11.0,"3,6",33.0
6,1.0,10.0,1.0,1.0,NYJ,Touchdown,-11.0,"1,10",28.0
7,1.0,10.0,1.0,1.0,NYJ,Touchdown,-11.0,"1,10",16.0
8,2.0,6.0,1.0,1.0,NYJ,Touchdown,-11.0,"2,6",12.0
1,1.0,10.0,1.0,1.0,BUF,Interception,-30.0,"1,10",80.0
2,2.0,7.0,1.0,1.0,BUF,Interception,-30.0,"2,7",77.0
3,3.0,1.0,1.0,1.0,BUF,Interception,-30.0,"3,1",71.0
4,1.0,10.0,1.0,1.0,BUF,Interception,-30.0,"1,10",66.0
5,2.0,1.0,1.0,1.0,BUF,Interception,-30.0,"2,1",57.0
6,1.0,10.0,0.0,1.0,BUF,Interception,-30.0,"1,10",53.0
7,2.0,10.0,0.0,1.0,BUF,Interception,-30.0,"2,10",53.0
0,1.0,10.0,1.0,1.0,NYJ,Touchdown,-2.0,"1,10",52.0
1,2.0,10.0,1.0,1.0,NYJ,Touchdown,-2.0,"2,10",52.0
2,3.0,3.0,1.0,1.0,NYJ,Touchdown,-2.0,"3,3",45.0
3,1.0,10.0,1.0,1.0,NYJ,Touchdown,-2.0,"1,10",36.0
5,2.0,7.0,1.0,1.0,NYJ,Touchdown,-2.0,"2,7",33.0
1,1.0,10.0,0.0,1.0,BUF,Punt,-30.0,"1,10",80.0
2,2.0,8.0,0.0,1.0,BUF,Punt,-30.0,"2,8",78.0
3,2.0,13.0,0.0,1.0,BUF,Punt,-30.0,"2,13",83.0
4,3.0,13.0,0.0,1.0,BUF,Punt,-30.0,"3,13",83.0
5,4.0,1.0,0.0,1.0,BUF,Punt,-30.0,"4,1",71.0
6,4.0,6.0,0.0,1.0,BUF,Punt,-30.0,"4,6",76.0
1,1.0,10.0,1.0,1.0,BUF,Touchdown,-30.0,"1,10",80.0
2,2.0,7.0,1.0,1.0,BUF,Touchdown,-30.0,"2,7",77.0
3,1.0,10.0,1.0,1.0,BUF,Touchdown,-30.0,"1,10",70.0
4,2.0,3.0,1.0,1.0,BUF,Touchdown,-30.0,"2,3",63.0
5,3.0,3.0,1.0,1.0,BUF,Touchdown,-30.0,"3,3",63.0
6,1.0,10.0,1.0,1.0,BUF,Touchdown,-30.0,"1,10",56.0
7,2.0,10.0,1.0,1.0,BUF,Touchdown,-30.0,"2,10",56.0
1,1.0,10.0,1.0,1.0,NYJ,Field Goal,-30.0,"1,10",80.0
2,2.0,8.0,1.0,1.0,NYJ,Field Goal,-30.0,"2,8",78.0
3,1.0,10.0,1.0,1.0,NYJ,Field Goal,-30.0,"1,10",61.0
4,2.0,6.0,1.0,1.0,NYJ,Field Goal,-30.0,"2,6",57.0
6,3.0,2.0,1.0,1.0,NYJ,Field Goal,-30.0,"3,2",53.0
7,1.0,10.0,1.0,1.0,NYJ,Field Goal,-30.0,"1,10",48.0
8,2.0,10.0,1.0,1.0,NYJ,Field Goal,-30.0,"2,10",48.0
9,3.0,5.0,1.0,1.0,NYJ,Field Goal,-30.0,"3,5",43.0
10,1.0,10.0,1.0,1.0,NYJ,Field Goal,-30.0,"1,10",26.0
11,2.0,9.0,1.0,1.0,NYJ,Field Goal,-30.0,"2,9",25.0
12,3.0,9.0,1.0,1.0,NYJ,Field Goal,-30.0,"3,9",25.0
13,1.0,10.0,0.0,1.0,NYJ,Field Goal,-30.0,"1,10",16.0
14,2.0,6.0,0.0,1.0,NYJ,Field Goal,-30.0,"2,6",12.0
15,3.0,6.0,0.0,1.0,NYJ,Field Goal,-30.0,"3,6",12.0
18,4.0,1.0,0.0,1.0,NYJ,Field Goal,-30.0,"4,1",7.0
1,1.0,10.0,0.0,1.0,BUF,Fumble,-30.0,"1,10",80.0
0,1.0,10.0,1.0,1.0,NYJ,Field Goal,-3.0,"1,10",53.0
1,1.0,10.0,1.0,1.0,NYJ,Field Goal,-3.0,"1,10",37.0
2,2.0,2.0,1.0,1.0,NYJ,Field Goal,-3.0,"2,2",29.0
3,1.0,10.0,0.0,1.0,NYJ,Field Goal,-3.0,"1,10",23.0
4,2.0,3.0,0.0,1.0,NYJ,Field Goal,-3.0,"2,3",16.0
5,3.0,3.0,0.0,1.0,NYJ,Field Goal,-3.0,"3,3",16.0
6,3.0,8.0,0.0,1.0,NYJ,Field Goal,-3.0,"3,8",21.0
7,4.0,8.0,0.0,1.0,NYJ,Field Goal,-3.0,"4,8",21.0
1,1.0,10.0,0.0,1.0,BUF,End of Half,-30.0,"1,10",80.0
1,1.0,10.0,1.0,1.0,BUF,Interception,-30.0,"1,10",80.0
2,2.0,2.0,1.0,1.0,BUF,Interception,-30.0,"2,2",72.0
3,1.0,10.0,0.0,1.0,BUF,Interception,-30.0,"1,10",64.0
1,1.0,10.0,1.0,1.0,BUF,Punt,-30.0,"1,10",80.0
2,1.0,20.0,0.0,1.0,BUF,Punt,-30.0,"1,20",90.0
3,2.0,20.0,0.0,1.0,BUF,Punt,-30.0,"2,20",90.0
4,3.0,14.0,0.0,1.0,BUF,Punt,-30.0,"3,14",84.0
5,4.0,19.0,0.0,1.0,BUF,Punt,-30.0,"4,19",89.0
0,1.0,10.0,1.0,1.0,NYJ,Touchdown,2.0,"1,10",48.0
1,1.0,10.0,1.0,1.0,NYJ,Touchdown,2.0,"1,10",21.0
2,2.0,7.0,1.0,1.0,NYJ,Touchdown,2.0,"2,7",18.0
3,3.0,6.0,1.0,1.0,NYJ,Touchdown,2.0,"3,6",17.0
1,1.0,10.0,1.0,1.0,BUF,Touchdown,-27.0,"1,10",77.0
2,2.0,5.0,1.0,1.0,BUF,Touchdown,-27.0,"2,5",72.0
3,1.0,10.0,1.0,1.0,BUF,Touchdown,-27.0,"1,10",67.0
4,2.0,10.0,1.0,1.0,BUF,Touchdown,-27.0,"2,10",67.0
5,3.0,4.0,1.0,1.0,BUF,Touchdown,-27.0,"3,4",61.0
6,1.0,10.0,1.0,1.0,BUF,Touchdown,-27.0,"1,10",51.0
7,1.0,2.0,1.0,1.0,BUF,Touchdown,-27.0,"1,2",2.0
8,2.0,1.0,1.0,1.0,BUF,Touchdown,-27.0,"2,1",1.0
9,3.0,1.0,1.0,1.0,BUF,Touchdown,-27.0,"3,1",1.0
10,3.0,5.0,1.0,1.0,BUF,Touchdown,-27.0,"3,5",5.0
1,1.0,10.0,1.0,1.0,NYJ,Punt,-30.0,"1,10",80.0
2,2.0,11.0,1.0,1.0,NYJ,Punt,-30.0,"2,11",81.0
3,1.0,10.0,1.0,1.0,NYJ,Punt,-30.0,"1,10",68.0
4,2.0,4.0,1.0,1.0,NYJ,Punt,-30.0,"2,4",62.0
6,3.0,1.0,1.0,1.0,NYJ,Punt,-30.0,"3,1",59.0
7,1.0,10.0,0.0,1.0,NYJ,Punt,-30.0,"1,10",56.0
8,2.0,7.0,0.0,1.0,NYJ,Punt,-30.0,"2,7",53.0
10,3.0,3.0,0.0,1.0,NYJ,Punt,-30.0,"3,3",49.0
11,3.0,13.0,0.0,1.0,NYJ,Punt,-30.0,"3,13",59.0
12,4.0,13.0,0.0,1.0,NYJ,Punt,-30.0,"4,13",59.0
0,1.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"1,10",96.0
1,2.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"2,10",96.0
3,3.0,6.0,1.0,1.0,BUF,Touchdown,-46.0,"3,6",92.0
4,1.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"1,10",71.0
5,2.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"2,10",71.0
6,2.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"2,10",71.0
7,2.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"2,10",71.0
8,3.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"3,10",71.0
9,1.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"1,10",60.0
10,2.0,8.0,1.0,1.0,BUF,Touchdown,-46.0,"2,8",58.0
12,1.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"1,10",50.0
13,2.0,4.0,1.0,1.0,BUF,Touchdown,-46.0,"2,4",44.0
14,1.0,10.0,1.0,1.0,BUF,Touchdown,-46.0,"1,10",30.0
15,1.0,9.0,1.0,1.0,BUF,Touchdown,-46.0,"1,9",9.0
16,2.0,6.0,1.0,1.0,BUF,Touchdown,-46.0,"2,6",6.0
1,1.0,10.0,0.0,1.0,NYJ,Punt,-30.0,"1,10",80.0
3,2.0,10.0,0.0,1.0,NYJ,Punt,-30.0,"2,10",80.0
4,2.0,15.0,0.0,1.0,NYJ,Punt,-30.0,"2,15",85.0
6,3.0,12.0,0.0,1.0,NYJ,Punt,-30.0,"3,12",82.0
7,4.0,10.0,0.0,1.0,NYJ,Punt,-30.0,"4,10",80.0
0,1.0,10.0,1.0,1.0,BUF,Touchdown,9.0,"1,10",41.0
1,1.0,10.0,1.0,1.0,BUF,Touchdown,9.0,"1,10",29.0
2,2.0,10.0,1.0,1.0,BUF,Touchdown,9.0,"2,10",29.0
3,3.0,10.0,1.0,1.0,BUF,Touchdown,9.0,"3,10",29.0
4,4.0,10.0,1.0,1.0,BUF,Touchdown,9.0,"4,10",29.0
1,1.0,10.0,1.0,1.0,NYJ,Touchdown,1.0,"1,10",49.0
2,1.0,10.0,1.0,1.0,NYJ,Touchdown,1.0,"1,10",21.0
3,3.0,5.0,1.0,1.0,NYJ,Touchdown,1.0,"3,5",16.0
4,1.0,2.0,1.0,1.0,NYJ,Touchdown,1.0,"1,2",2.0
5,2.0,7.0,1.0,1.0,NYJ,Touchdown,1.0,"2,7",46.0
6,1.0,7.0,1.0,1.0,NYJ,Touchdown,1.0,"1,7",7.0
8,2.0,6.0,1.0,1.0,NYJ,Touchdown,1.0,"2,6",6.0
9,2.0,8.0,1.0,1.0,NYJ,Touchdown,1.0,"2,8",19.0
10,3.0,1.0,1.0,1.0,NYJ,Touchdown,1.0,"3,1",1.0
1,1.0,10.0,1.0,1.0,MIA,Punt,-32.0,"1,10",82.0
2,2.0,9.0,1.0,1.0,MIA,Punt,-32.0,"2,9",81.0
3,1.0,10.0,1.0,1.0,MIA,Punt,-32.0,"1,10",71.0
4,2.0,3.0,1.0,1.0,MIA,Punt,-32.0,"2,3",64.0
5,1.0,10.0,0.0,1.0,MIA,Punt,-32.0,"1,10",55.0
6,2.0,6.0,0.0,1.0,MIA,Punt,-32.0,"2,6",51.0
7,3.0,6.0,0.0,1.0,MIA,Punt,-32.0,"3,6",51.0
8,4.0,4.0,0.0,1.0,MIA,Punt,-32.0,"4,4",49.0
0,1.0,10.0,1.0,1.0,HOU,Missed FG,-40.0,"1,10",90.0
1,2.0,10.0,1.0,1.0,HOU,Missed FG,-40.0,"2,10",90.0
2,1.0,10.0,1.0,1.0,HOU,Missed FG,-40.0,"1,10",79.0
3,1.0,10.0,1.0,1.0,HOU,Missed FG,-40.0,"1,10",56.0
4,2.0,4.0,1.0,1.0,HOU,Missed FG,-40.0,"2,4",50.0
5,3.0,4.0,1.0,1.0,HOU,Missed FG,-40.0,"3,4",50.0
6,1.0,10.0,1.0,1.0,HOU,Missed FG,-40.0,"1,10",41.0
7,2.0,5.0,1.0,1.0,HOU,Missed FG,-40.0,"2,5",36.0
8,1.0,10.0,0.0,1.0,HOU,Missed FG,-40.0,"1,10",30.0
9,2.0,14.0,0.0,1.0,HOU,Missed FG,-40.0,"2,14",34.0
10,3.0,14.0,0.0,1.0,HOU,Missed FG,-40.0,"3,14",34.0
11,4.0,14.0,0.0,1.0,HOU,Missed FG,-40.0,"4,14",34.0
0,1.0,10.0,1.0,1.0,MIA,Field Goal,-8.0,"1,10",58.0
1,1.0,10.0,1.0,1.0,MIA,Field Goal,-8.0,"1,10",47.0
2,2.0,5.0,1.0,1.0,MIA,Field Goal,-8.0,"2,5",42.0
3,1.0,10.0,1.0,1.0,MIA,Field Goal,-8.0,"1,10",34.0
4,1.0,10.0,0.0,1.0,MIA,Field Goal,-8.0,"1,10",22.0
5,2.0,8.0,0.0,1.0,MIA,Field Goal,-8.0,"2,8",20.0
6,3.0,2.0,0.0,1.0,MIA,Field Goal,-8.0,"3,2",14.0
7,4.0,9.0,0.0,1.0,MIA,Field Goal,-8.0,"4,9",21.0
1,1.0,10.0,0.0,1.0,HOU,Punt,-45.0,"1,10",95.0
2,2.0,5.0,0.0,1.0,HOU,Punt,-45.0,"2,5",90.0
3,3.0,1.0,0.0,1.0,HOU,Punt,-45.0,"3,1",86.0
4,4.0,1.0,0.0,1.0,HOU,Punt,-45.0,"4,1",86.0
0,1.0,10.0,1.0,1.0,MIA,Punt,-12.0,"1,10",62.0
1,2.0,6.0,1.0,1.0,MIA,Punt,-12.0,"2,6",58.0
2,1.0,10.0,1.0,1.0,MIA,Punt,-12.0,"1,10",50.0
3,1.0,20.0,0.0,1.0,MIA,Punt,-12.0,"1,20",60.0
4,2.0,20.0,0.0,1.0,MIA,Punt,-12.0,"2,20",60.0
5,3.0,11.0,0.0,1.0,MIA,Punt,-12.0,"3,11",51.0
6,4.0,11.0,0.0,1.0,MIA,Punt,-12.0,"4,11",51.0
0,1.0,10.0,1.0,1.0,HOU,Punt,-37.0,"1,10",87.0
1,2.0,10.0,1.0,1.0,HOU,Punt,-37.0,"2,10",87.0
2,3.0,2.0,1.0,1.0,HOU,Punt,-37.0,"3,2",79.0
4,1.0,10.0,0.0,1.0,HOU,Punt,-37.0,"1,10",50.0
5,2.0,3.0,0.0,1.0,HOU,Punt,-37.0,"2,3",43.0
6,3.0,2.0,0.0,1.0,HOU,Punt,-37.0,"3,2",42.0
7,4.0,2.0,0.0,1.0,HOU,Punt,-37.0,"4,2",42.0
0,1.0,10.0,1.0,1.0,MIA,Interception,-44.0,"1,10",94.0
1,2.0,3.0,1.0,1.0,MIA,Interception,-44.0,"2,3",87.0
2,3.0,1.0,1.0,1.0,MIA,Interception,-44.0,"3,1",85.0
3,1.0,10.0,1.0,1.0,MIA,Interception,-44.0,"1,10",61.0
4,2.0,10.0,1.0,1.0,MIA,Interception,-44.0,"2,10",61.0
5,3.0,12.0,1.0,1.0,MIA,Interception,-44.0,"3,12",63.0
6,1.0,10.0,0.0,1.0,MIA,Interception,-44.0,"1,10",50.0
7,2.0,13.0,0.0,1.0,MIA,Interception,-44.0,"2,13",53.0
0,1.0,7.0,1.0,1.0,HOU,Field Goal,43.0,"1,7",7.0
1,1.0,12.0,0.0,1.0,HOU,Field Goal,43.0,"1,12",12.0
2,2.0,12.0,0.0,1.0,HOU,Field Goal,43.0,"2,12",12.0
3,3.0,20.0,0.0,1.0,HOU,Field Goal,43.0,"3,20",20.0
4,4.0,17.0,0.0,1.0,HOU,Field Goal,43.0,"4,17",17.0
1,1.0,10.0,1.0,1.0,MIA,Interception,-33.0,"1,10",83.0
2,1.0,10.0,1.0,1.0,MIA,Interception,-33.0,"1,10",73.0
3,2.0,8.0,1.0,1.0,MIA,Interception,-33.0,"2,8",71.0
4,2.0,13.0,1.0,1.0,MIA,Interception,-33.0,"2,13",76.0
5,1.0,10.0,0.0,1.0,MIA,Interception,-33.0,"1,10",44.0
6,2.0,10.0,0.0,1.0,MIA,Interception,-33.0,"2,10",44.0
7,3.0,10.0,0.0,1.0,MIA,Interception,-33.0,"3,10",44.0
0,1.0,10.0,1.0,1.0,HOU,Touchdown,-4.0,"1,10",54.0
1,2.0,10.0,1.0,1.0,HOU,Touchdown,-4.0,"2,10",54.0
2,3.0,10.0,1.0,1.0,HOU,Touchdown,-4.0,"3,10",54.0
3,1.0,10.0,1.0,1.0,HOU,Touchdown,-4.0,"1,10",30.0
4,2.0,7.0,1.0,1.0,HOU,Touchdown,-4.0,"2,7",27.0
6,3.0,5.0,1.0,1.0,HOU,Touchdown,-4.0,"3,5",25.0
8,1.0,10.0,1.0,1.0,HOU,Touchdown,-4.0,"1,10",14.0
1,1.0,10.0,0.0,1.0,MIA,Interception,-21.0,"1,10",71.0
0,1.0,10.0,1.0,1.0,HOU,Touchdown,23.0,"1,10",27.0
1,1.0,1.0,1.0,1.0,HOU,Touchdown,23.0,"1,1",1.0
2,2.0,2.0,1.0,1.0,HOU,Touchdown,23.0,"2,2",2.0
1,1.0,10.0,0.0,1.0,MIA,Fumble,-20.0,"1,10",70.0
0,1.0,10.0,1.0,1.0,HOU,Touchdown,19.0,"1,10",31.0
1,2.0,3.0,1.0,1.0,HOU,Touchdown,19.0,"2,3",24.0
3,1.0,10.0,1.0,1.0,HOU,Touchdown,19.0,"1,10",14.0
1,1.0,10.0,0.0,1.0,MIA,End of Half,-11.0,"1,10",61.0
1,1.0,10.0,0.0,1.0,HOU,Punt,-35.0,"1,10",85.0
2,2.0,6.0,0.0,1.0,HOU,Punt,-35.0,"2,6",81.0
4,3.0,2.0,0.0,1.0,HOU,Punt,-35.0,"3,2",77.0
5,4.0,2.0,0.0,1.0,HOU,Punt,-35.0,"4,2",77.0
1,1.0,10.0,1.0,1.0,HOU,Field Goal,-36.0,"1,10",86.0
2,1.0,10.0,1.0,1.0,HOU,Field Goal,-36.0,"1,10",76.0
3,1.0,10.0,1.0,1.0,HOU,Field Goal,-36.0,"1,10",61.0
4,2.0,10.0,1.0,1.0,HOU,Field Goal,-36.0,"2,10",61.0
5,3.0,4.0,1.0,1.0,HOU,Field Goal,-36.0,"3,4",55.0
6,1.0,10.0,1.0,1.0,HOU,Field Goal,-36.0,"1,10",38.0
7,2.0,8.0,1.0,1.0,HOU,Field Goal,-36.0,"2,8",36.0
8,1.0,10.0,0.0,1.0,HOU,Field Goal,-36.0,"1,10",26.0
9,2.0,14.0,0.0,1.0,HOU,Field Goal,-36.0,"2,14",30.0
10,3.0,2.0,0.0,1.0,HOU,Field Goal,-36.0,"3,2",18.0
11,4.0,6.0,0.0,1.0,HOU,Field Goal,-36.0,"4,6",22.0
1,1.0,10.0,0.0,1.0,MIA,Punt,-24.0,"1,10",74.0
2,2.0,7.0,0.0,1.0,MIA,Punt,-24.0,"2,7",71.0
3,3.0,15.0,0.0,1.0,MIA,Punt,-24.0,"3,15",79.0
4,4.0,15.0,0.0,1.0,MIA,Punt,-24.0,"4,15",79.0
0,1.0,10.0,1.0,1.0,HOU,Field Goal,-23.0,"1,10",73.0
1,2.0,10.0,1.0,1.0,HOU,Field Goal,-23.0,"2,10",73.0
2,1.0,10.0,1.0,1.0,HOU,Field Goal,-23.0,"1,10",49.0
3,2.0,12.0,1.0,1.0,HOU,Field Goal,-23.0,"2,12",51.0
4,3.0,5.0,1.0,1.0,HOU,Field Goal,-23.0,"3,5",44.0
5,1.0,10.0,1.0,1.0,HOU,Field Goal,-23.0,"1,10",38.0
7,2.0,4.0,1.0,1.0,HOU,Field Goal,-23.0,"2,4",32.0
8,3.0,4.0,1.0,1.0,HOU,Field Goal,-23.0,"3,4",32.0
9,1.0,3.0,0.0,1.0,HOU,Field Goal,-23.0,"1,3",3.0
10,2.0,1.0,0.0,1.0,HOU,Field Goal,-23.0,"2,1",1.0
