,Field Position,Result
3,75.0,Field Goal
4,80.0,Punt
5,63.0,Touchdown
6,80.0,Punt
7,87.0,Punt
8,83.0,Punt
9,91.0,End of Half
10,25.0,Touchdown
11,80.0,Punt
12,91.0,Touchdown
13,80.0,Interception
14,80.0,Punt
15,75.0,Punt
16,80.0,Punt
17,68.0,Punt
18,80.0,Touchdown
19,80.0,Punt
20,72.0,Touchdown
0,80.0,Punt
1,86.0,Downs
2,74.0,Punt
3,61.0,Touchdown
4,77.0,Punt
5,94.0,Missed FG
6,76.0,Punt
7,79.0,Missed FG
8,69.0,Interception
9,15.0,Field Goal
10,72.0,End of Half
11,80.0,Punt
12,78.0,Punt
13,71.0,Fumble
14,50.0,Field Goal
15,73.0,Touchdown
16,70.0,Punt
17,76.0,Punt
18,80.0,Punt
19,55.0,Punt
20,80.0,Punt
21,73.0,Touchdown
0,83.0,Punt
1,63.0,Blocked FG
2,82.0,Punt
3,68.0,Punt
4,87.0,Touchdown
5,77.0,Punt
6,65.0,Touchdown
7,,
8,23.0,Touchdown
9,80.0,Touchdown
10,80.0,Punt
11,87.0,Punt
12,80.0,End of Half
13,80.0,Punt
14,91.0,Punt
15,61.0,Punt
16,93.0,Touchdown
17,80.0,Punt
18,69.0,Missed FG
19,60.0,Interception
20,59.0,Punt
21,81.0,Punt
0,80.0,Punt
1,92.0,Punt
2,62.0,Field Goal
3,75.0,Punt
4,97.0,Touchdown
5,80.0,Punt
6,75.0,Touchdown
7,80.0,Touchdown
8,80.0,Touchdown
9,73.0,Missed FG
10,80.0,Field Goal
11,80.0,Punt
12,88.0,Touchdown
13,84.0,Punt
14,82.0,Missed FG
15,55.0,Touchdown
16,78.0,Punt
17,86.0,Punt
18,64.0,Interception
19,52.0,Downs
0,83.0,Touchdown
1,77.0,Punt
2,43.0,Touchdown
3,73.0,Field Goal
4,80.0,Punt
5,47.0,Field Goal
6,80.0,Touchdown
7,80.0,Field Goal
8,80.0,Punt
9,53.0,Field Goal
10,80.0,Field Goal
11,80.0,Interception
12,61.0,Touchdown
13,89.0,Punt
14,91.0,Touchdown
15,65.0,Touchdown
16,80.0,Punt
17,29.0,Downs
0,84.0,Punt
1,65.0,Punt
2,76.0,Interception
3,65.0,Fumble
4,65.0,Interception
5,40.0,Field Goal
6,76.0,Punt
7,83.0,Punt
8,71.0,Punt
9,80.0,Touchdown
10,80.0,Field Goal
11,82.0,Punt
12,80.0,Punt
13,87.0,End of Half
14,85.0,Punt
15,80.0,Downs
16,66.0,Missed FG
17,56.0,Touchdown
18,85.0,Touchdown
19,80.0,Downs
20,74.0,Punt
0,76.0,Punt
1,99.0,Safety
2,65.0,Fumble
3,50.0,Punt
4,93.0,Interception
5,75.0,Punt
6,73.0,Fumble
7,36.0,Field Goal
8,80.0,Punt
9,76.0,Punt
10,79.0,Punt
11,96.0,Touchdown
12,79.0,Punt
13,86.0,Punt
14,80.0,Fumble
15,21.0,Field Goal
16,78.0,Touchdown
17,89.0,Punt
18,78.0,Punt
19,85.0,Touchdown
20,41.0,Touchdown
21,87.0,Punt
22,78.0,Punt
23,77.0,Touchdown
24,66.0,Touchdown
25,80.0,Field Goal
26,80.0,Field Goal
27,80.0,Interception
0,79.0,Touchdown
1,82.0,Punt
2,86.0,Punt
3,64.0,Touchdown
4,71.0,Field Goal
5,60.0,Punt
6,86.0,Interception
7,80.0,Punt
8,90.0,Punt
9,75.0,Punt
10,94.0,Interception
11,12.0,Touchdown
12,80.0,Touchdown
13,67.0,Fumble
14,50.0,Missed FG
15,80.0,Touchdown
16,71.0,Touchdown
17,80.0,Punt
18,99.0,Field Goal
19,77.0,Punt
20,87.0,Punt
21,57.0,Touchdown
22,69.0,Touchdown
0,80.0,Punt
1,89.0,Punt
2,56.0,Missed FG
3,57.0,Field Goal
4,35.0,Punt
5,90.0,Punt
6,72.0,Punt
7,97.0,Punt
8,62.0,Field Goal
9,87.0,Punt
10,33.0,Touchdown
11,80.0,Punt
12,79.0,End of Half
13,79.0,Field Goal
14,84.0,Field Goal
15,79.0,Touchdown
16,83.0,Punt
17,80.0,Punt
18,80.0,Punt
19,95.0,Punt
20,68.0,Missed FG
21,61.0,End of Half
0,73.0,Punt
1,80.0,Punt
2,64.0,Field Goal
3,80.0,Punt
4,87.0,Punt
5,87.0,Fumble
6,6.0,Field Goal
7,80.0,Punt
8,65.0,Field Goal
9,80.0,Punt
10,57.0,End of Half
11,82.0,Interception
12,88.0,Touchdown
13,77.0,Punt
14,63.0,Field Goal
15,80.0,Punt
16,67.0,Punt
17,82.0,Punt
18,60.0,Touchdown
19,79.0,Downs
20,51.0,Punt
21,88.0,Punt
22,52.0,Punt
0,80.0,Punt
1,55.0,Field Goal
2,80.0,Field Goal
3,80.0,Punt
4,68.0,Punt
5,86.0,Touchdown
6,80.0,Punt
7,64.0,Touchdown
8,80.0,End of Half
9,77.0,Touchdown
10,85.0,Fumble
11,66.0,Touchdown
12,86.0,Touchdown
13,80.0,Punt
14,76.0,Interception
15,56.0,Punt
16,93.0,Touchdown
17,53.0,Punt
18,90.0,Touchdown
0,77.0,Punt
1,70.0,Touchdown
2,78.0,Punt
3,63.0,Field Goal
4,79.0,Touchdown
5,80.0,Punt
6,70.0,Touchdown
7,68.0,Touchdown
8,81.0,Interception
9,59.0,Touchdown
10,83.0,End of Half
11,80.0,Touchdown
12,80.0,Punt
13,80.0,Punt
14,79.0,Punt
15,80.0,Punt
16,65.0,Downs
17,31.0,Touchdown
18,79.0,Punt
19,96.0,Punt
20,54.0,Downs
0,80.0,Field Goal
1,73.0,Touchdown
2,80.0,Punt
3,90.0,Fumble
4,85.0,Interception
5,10.0,Fumble
6,91.0,Punt
7,95.0,Punt
8,52.0,Punt
9,93.0,Punt
10,43.0,Punt
11,79.0,Punt
12,56.0,End of Half
13,93.0,Punt
14,90.0,Punt
15,90.0,Downs
16,99.0,Punt
17,38.0,Interception
18,56.0,Interception
19,80.0,Touchdown
0,79.0,Punt
1,64.0,Punt
2,96.0,Fumble
3,81.0,Field Goal
4,60.0,Touchdown
5,84.0,Touchdown
6,85.0,Punt
7,49.0,Touchdown
8,77.0,Field Goal
9,78.0,Field Goal
10,80.0,Field Goal
11,80.0,Touchdown
12,72.0,Touchdown
13,80.0,Touchdown
14,88.0,Punt
15,82.0,Punt
16,80.0,Punt
17,49.0,Interception
18,80.0,Interception
0,80.0,Interception
1,52.0,Touchdown
2,80.0,Punt
3,80.0,Touchdown
4,82.0,Punt
5,74.0,Field Goal
6,71.0,Punt
7,84.0,Touchdown
8,80.0,Interception
9,25.0,Touchdown
10,80.0,Downs
11,28.0,Interception
12,80.0,Interception
13,80.0,End of Half
14,47.0,Field Goal
15,80.0,Touchdown
16,80.0,Field Goal
17,80.0,Fumble
18,80.0,Punt
19,41.0,Field Goal
20,89.0,Punt
21,99.0,Safety
22,77.0,Touchdown
23,80.0,Punt
24,66.0,Interception
0,77.0,Touchdown
1,67.0,Punt
2,94.0,Punt
3,41.0,Field Goal
4,77.0,Punt
5,95.0,Punt
6,65.0,Punt
7,79.0,Interception
8,38.0,Touchdown
9,78.0,Punt
10,69.0,Touchdown
11,90.0,Punt
12,35.0,Touchdown
13,68.0,End of Half
14,84.0,Punt
15,79.0,Punt
16,84.0,Punt
17,90.0,Touchdown
18,77.0,Punt
19,90.0,Punt
20,65.0,Touchdown
21,38.0,Fumble
22,55.0,Downs
23,87.0,Punt
24,99.0,Safety
25,60.0,Punt
0,85.0,Punt
1,69.0,Punt
2,87.0,Field Goal
3,75.0,Field Goal
4,80.0,Interception
5,25.0,Field Goal
6,90.0,Fumble
7,97.0,Touchdown
8,86.0,Missed FG
9,63.0,Field Goal
10,71.0,End of Half
11,80.0,Fumble
12,17.0,Touchdown
13,77.0,Punt
14,64.0,Punt
15,98.0,Field Goal
16,75.0,Fumble
17,48.0,Punt
18,75.0,Fumble
19,98.0,Field Goal
20,80.0,Punt
21,80.0,Touchdown
0,80.0,Punt
1,40.0,Touchdown
2,72.0,Punt
3,84.0,Field Goal
4,80.0,Punt
5,69.0,Touchdown
6,47.0,Field Goal
7,71.0,Punt
8,85.0,End of Half
9,80.0,Punt
10,83.0,Punt
11,63.0,Touchdown
12,73.0,Punt
13,64.0,Interception
14,80.0,Punt
15,63.0,Downs
16,56.0,Interception
17,83.0,Fumble
18,20.0,Downs
19,97.0,Punt
0,72.0,Punt
1,90.0,Fumble
2,80.0,Interception
3,53.0,Touchdown
4,89.0,Punt
5,34.0,Touchdown
6,80.0,Touchdown
7,63.0,Punt
8,80.0,Interception
9,60.0,Touchdown
10,84.0,Punt
11,50.0,Punt
12,80.0,Punt
13,84.0,Fumble
14,16.0,Field Goal
15,80.0,End of Half
16,80.0,Interception
17,72.0,Punt
18,88.0,Touchdown
19,90.0,Field Goal
20,60.0,Touchdown
21,74.0,Punt
0,80.0,Punt
1,72.0,Punt
2,62.0,Touchdown
3,74.0,Touchdown
4,80.0,Punt
5,86.0,Punt
6,96.0,Safety
7,74.0,Touchdown
8,81.0,Punt
9,60.0,Touchdown
10,80.0,Punt
11,86.0,Punt
12,57.0,Punt
13,99.0,End of Half
14,85.0,Punt
15,57.0,Field Goal
16,78.0,Interception
17,35.0,Touchdown
18,88.0,Interception
19,24.0,Missed FG
20,64.0,Punt
21,90.0,Touchdown
22,80.0,Punt
23,65.0,Punt
24,87.0,Missed FG
25,74.0,Touchdown
26,80.0,Downs
0,80.0,"Blocked Punt, Downs"
1,15.0,Touchdown
2,80.0,Punt
3,82.0,Punt
4,88.0,Punt
5,41.0,Missed FG
6,54.0,Touchdown
7,80.0,Interception
8,1.0,Touchdown
9,80.0,Fumble
10,34.0,Field Goal
11,80.0,Punt
12,24.0,Fumble
13,73.0,Touchdown
14,78.0,Downs
15,52.0,Punt
16,80.0,Punt
17,79.0,End of Half
18,80.0,Punt
19,56.0,Interception
20,67.0,Punt
21,96.0,Punt
22,39.0,Field Goal
23,80.0,Punt
24,87.0,Downs
25,47.0,Punt
26,80.0,Punt
27,68.0,Punt
28,92.0,Safety
29,74.0,Punt
30,87.0,Downs
31,70.0,Punt
0,80.0,Touchdown
1,89.0,Punt
2,38.0,Punt
3,92.0,Punt
4,46.0,Interception
5,52.0,Touchdown
6,80.0,Punt
7,67.0,Punt
8,80.0,Punt
9,80.0,Punt
10,77.0,Touchdown
11,80.0,Fumble
12,80.0,Interception
13,49.0,Touchdown
14,80.0,End of Half
15,80.0,Punt
16,80.0,Interception
17,32.0,Interception
18,80.0,Fumble
19,46.0,Punt
20,80.0,Punt
21,86.0,Punt
22,57.0,Punt
23,74.0,Touchdown
24,80.0,Downs
25,55.0,Touchdown
26,55.0,Interception
0,80.0,Field Goal
1,91.0,Punt
2,90.0,Punt
3,89.0,Punt
4,80.0,Punt
5,57.0,Field Goal
6,82.0,Punt
7,71.0,Punt
8,69.0,Field Goal
9,80.0,End of Half
10,74.0,Punt
11,90.0,Field Goal
12,78.0,Touchdown
13,72.0,Touchdown
14,80.0,Punt
15,50.0,Touchdown
16,65.0,Touchdown
17,80.0,Punt
18,65.0,Downs
19,76.0,Punt
0,86.0,Punt
1,87.0,Punt
2,43.0,Field Goal
3,80.0,Punt
4,67.0,Punt
5,99.0,Punt
6,4.0,Field Goal
7,80.0,Fumble
8,57.0,Missed FG
9,60.0,Touchdown
10,78.0,Field Goal
11,80.0,Interception
12,16.0,Field Goal
13,80.0,Punt
14,37.0,Touchdown
15,80.0,Touchdown
16,81.0,Punt
17,65.0,Punt
18,90.0,Punt
19,67.0,Interception
20,81.0,Punt
21,78.0,Touchdown
22,73.0,Punt
23,86.0,Punt
24,80.0,Punt
25,65.0,Punt
26,68.0,Downs
0,80.0,Punt
1,59.0,Punt
2,85.0,Punt
3,75.0,Punt
4,91.0,Interception
5,76.0,Punt
6,71.0,Missed FG
7,80.0,Punt
8,58.0,Punt
9,95.0,Punt
10,80.0,End of Half
11,80.0,Punt
12,55.0,Punt
13,81.0,Punt
14,87.0,Punt
15,42.0,Touchdown
16,80.0,Punt
17,63.0,Field Goal
18,80.0,Punt
19,79.0,Punt
20,63.0,Fumble
21,55.0,Punt
22,93.0,Punt
23,83.0,Punt
24,63.0,Touchdown
25,51.0,Punt
26,80.0,Field Goal
27,,
28,80.0,Fumble
0,80.0,Touchdown
1,68.0,Interception
2,55.0,Touchdown
3,80.0,Punt
4,75.0,Field Goal
5,80.0,Missed FG
6,57.0,Punt
7,88.0,Punt
8,54.0,Punt
9,95.0,End of Half
10,79.0,Field Goal
11,87.0,Fumble
12,78.0,Touchdown
13,80.0,Interception
14,73.0,Downs
15,77.0,Touchdown
16,73.0,Downs
17,87.0,Punt
18,78.0,Interception
0,80.0,Punt
1,63.0,Punt
2,92.0,Safety
3,71.0,Field Goal
4,80.0,Touchdown
5,80.0,Touchdown
6,80.0,Touchdown
7,80.0,Punt
8,96.0,Fumble
9,14.0,Field Goal
10,80.0,Field Goal
11,82.0,End of Half
12,77.0,Punt
13,72.0,Field Goal
14,85.0,Touchdown
15,69.0,Punt
16,80.0,Punt
17,80.0,Touchdown
18,80.0,Interception
19,49.0,Touchdown
20,80.0,Touchdown
21,80.0,Punt
22,58.0,Touchdown
23,80.0,Missed FG
0,57.0,Punt
1,94.0,Blocked Punt
2,58.0,Punt
3,84.0,Field Goal
4,80.0,Field Goal
5,82.0,Punt
6,57.0,Downs
7,64.0,Fumble
8,71.0,Punt
9,75.0,Punt
10,74.0,End of Half
11,77.0,Interception
12,34.0,Field Goal
13,75.0,Punt
14,63.0,Missed FG
15,72.0,Field Goal
16,50.0,Touchdown
17,79.0,Punt
18,86.0,Field Goal
19,76.0,Touchdown
20,42.0,Touchdown
21,77.0,Downs
0,75.0,Touchdown
1,80.0,Punt
2,58.0,Field Goal
3,82.0,Punt
4,65.0,Punt
5,5.0,Touchdown
6,80.0,Punt
7,86.0,Punt
8,88.0,Punt
9,72.0,Touchdown
10,73.0,Fumble
11,19.0,Field Goal
12,86.0,Fumble
13,68.0,Punt
14,79.0,Touchdown
15,80.0,Punt
16,49.0,Blocked Punt
17,77.0,Punt
18,80.0,Punt
19,69.0,Punt
20,81.0,Interception
21,65.0,Downs
22,85.0,Touchdown
0,81.0,Fumble
1,56.0,Touchdown
2,80.0,Punt
3,69.0,Touchdown
4,80.0,Punt
5,77.0,Punt
6,76.0,Punt
7,89.0,Touchdown
8,75.0,Punt
9,62.0,Touchdown
10,71.0,End of Half
11,80.0,Fumble
12,80.0,Field Goal
13,75.0,Touchdown
14,80.0,Punt
15,80.0,Downs
16,55.0,Punt
17,80.0,Downs
0,80.0,Punt
1,80.0,Field Goal
2,85.0,Missed FG
3,65.0,Interception
4,48.0,Punt
5,89.0,Punt
6,55.0,Punt
7,86.0,Punt
8,39.0,Field Goal
9,74.0,Downs
10,57.0,Field Goal
11,66.0,End of Half
12,74.0,Field Goal
13,85.0,Punt
14,89.0,Punt
15,69.0,Punt
16,12.0,Touchdown
17,80.0,Punt
18,80.0,Touchdown
19,80.0,Punt
20,58.0,Punt
21,79.0,Downs
22,65.0,Punt
23,70.0,Touchdown
0,80.0,Punt
1,78.0,Punt
2,74.0,Punt
3,68.0,Fumble
4,42.0,Touchdown
5,71.0,Punt
6,85.0,Punt
7,52.0,Touchdown
8,59.0,Punt
9,85.0,Field Goal
10,80.0,Interception
11,24.0,Field Goal
12,86.0,Punt
13,58.0,Punt
14,91.0,Punt
15,58.0,Fumble
16,72.0,Missed FG
17,80.0,Touchdown
18,49.0,Interception
19,58.0,Punt
20,80.0,Interception
21,43.0,Fumble
22,64.0,Punt
23,87.0,Punt
24,70.0,Punt
25,61.0,Field Goal
26,80.0,Touchdown
27,76.0,Touchdown
28,67.0,Touchdown
29,55.0,Field Goal
30,46.0,Punt
0,80.0,Punt
1,71.0,Punt
2,65.0,Punt
3,81.0,Punt
4,85.0,Field Goal
5,80.0,Punt
6,79.0,Punt
7,62.0,Punt
8,91.0,Punt
9,53.0,Field Goal
10,80.0,Punt
11,65.0,Punt
12,69.0,Fumble
13,48.0,Field Goal
14,80.0,End of Half
15,80.0,Punt
16,43.0,Touchdown
17,80.0,Interception
18,99.0,Punt
19,80.0,Field Goal
20,80.0,Fumble
21,66.0,Punt
22,75.0,Interception
23,80.0,Punt
24,69.0,Touchdown
25,80.0,Touchdown
26,80.0,Downs
0,82.0,Interception
1,82.0,Punt
2,70.0,Field Goal
3,75.0,Punt
4,80.0,Interception
5,73.0,Punt
6,82.0,Touchdown
7,76.0,Interception
8,41.0,Touchdown
9,80.0,Punt
10,75.0,Downs
11,68.0,Field Goal
12,,
13,75.0,Interception
14,34.0,Field Goal
15,80.0,Missed FG
16,66.0,Field Goal
17,77.0,Interception
18,80.0,Punt
19,75.0,Downs
20,75.0,Punt
21,76.0,Touchdown
0,85.0,Punt
1,58.0,Punt
2,97.0,Fumble
3,22.0,Touchdown
4,80.0,Punt
5,96.0,Fumble
6,80.0,Punt
7,74.0,Interception
8,99.0,Punt
9,57.0,Touchdown
10,79.0,Punt
11,67.0,End of Half
12,80.0,Touchdown
13,75.0,Interception
14,74.0,Punt
15,76.0,Punt
16,89.0,Punt
17,54.0,Field Goal
18,80.0,Punt
19,29.0,Touchdown
20,68.0,Punt
21,60.0,Downs
22,70.0,Interception
23,73.0,Interception
24,37.0,Downs
0,80.0,Fumble
1,26.0,Field Goal
2,79.0,Punt
3,76.0,Punt
4,84.0,Touchdown
5,80.0,Punt
6,70.0,Fumble
7,21.0,Field Goal
8,80.0,Touchdown
9,61.0,Touchdown
10,76.0,Touchdown
11,80.0,Punt
12,66.0,End of Half
13,80.0,Punt
14,44.0,Touchdown
15,75.0,Punt
16,53.0,Touchdown
17,80.0,Punt
18,87.0,Touchdown
19,80.0,Punt
20,87.0,Missed FG
21,60.0,Touchdown
22,44.0,Downs
0,80.0,Fumble
1,26.0,Touchdown
2,80.0,Punt
3,82.0,Punt
4,58.0,Missed FG
5,61.0,Touchdown
6,80.0,Punt
7,68.0,Punt
8,78.0,Interception
9,48.0,Touchdown
10,72.0,End of Half
11,80.0,Punt
12,35.0,Field Goal
13,82.0,Punt
14,91.0,Field Goal
15,80.0,Punt
16,68.0,Touchdown
17,80.0,Touchdown
18,56.0,Interception
0,80.0,Field Goal
1,74.0,Missed FG
2,56.0,Field Goal
3,80.0,Punt
4,85.0,Downs
5,97.0,Punt
6,83.0,Punt
7,91.0,Punt
8,80.0,End of Half
9,88.0,Punt
10,95.0,Punt
11,54.0,Touchdown
12,89.0,Field Goal
13,78.0,Downs
14,61.0,Field Goal
15,80.0,Punt
16,66.0,Touchdown
17,80.0,Touchdown
0,80.0,Punt
1,69.0,Downs
2,76.0,Punt
3,76.0,Touchdown
4,80.0,Touchdown
5,88.0,Punt
6,82.0,Punt
7,94.0,Touchdown
8,80.0,Punt
9,73.0,Punt
10,68.0,Touchdown
11,79.0,Field Goal
12,95.0,Punt
13,88.0,Punt
14,92.0,Punt
15,60.0,Downs
16,61.0,Fumble
17,92.0,Punt
18,66.0,Field Goal
19,86.0,Fumble
20,71.0,Touchdown
21,85.0,Punt
22,98.0,Touchdown
0,83.0,Punt
1,93.0,Fumble
2,70.0,Punt
3,14.0,Interception
4,77.0,Touchdown
5,80.0,Punt
6,57.0,Touchdown
7,91.0,Fumble
8,17.0,Touchdown
9,79.0,Field Goal
10,,
11,24.0,Touchdown
12,65.0,Fumble
13,27.0,Field Goal
14,80.0,Interception
15,58.0,Punt
16,89.0,Touchdown
17,78.0,Punt
18,53.0,Field Goal
19,80.0,Interception
20,26.0,Punt
21,96.0,Punt
22,39.0,Touchdown
23,70.0,Punt
24,77.0,Punt
25,47.0,Touchdown
26,80.0,Punt
27,56.0,Downs
0,76.0,Touchdown
1,97.0,Punt
2,46.0,Punt
3,90.0,Punt
4,80.0,Field Goal
5,78.0,Punt
6,92.0,Punt
7,65.0,Touchdown
8,80.0,End of Half
9,81.0,Punt
10,72.0,Punt
11,90.0,Punt
12,88.0,Touchdown
13,50.0,Interception
14,70.0,Punt
15,87.0,Touchdown
16,81.0,Fumble
17,5.0,Field Goal
18,83.0,Punt
19,89.0,Punt
20,91.0,Punt
21,70.0,Punt
22,80.0,Punt
0,80.0,Touchdown
1,80.0,Touchdown
2,82.0,Touchdown
3,80.0,Punt
4,71.0,Field Goal
5,80.0,Touchdown
6,77.0,Fumble
7,19.0,Field Goal
8,80.0,Fumble
9,40.0,Touchdown
10,87.0,Punt
11,66.0,Punt
12,16.0,Field Goal
13,80.0,Punt
14,89.0,Punt
15,85.0,Touchdown
16,92.0,Punt
17,60.0,Punt
18,89.0,Touchdown
19,80.0,Touchdown
20,80.0,Downs
21,34.0,Downs
22,71.0,Downs
0,80.0,Missed FG
1,74.0,Touchdown
2,75.0,Touchdown
3,80.0,Field Goal
4,75.0,Punt
5,80.0,Touchdown
6,79.0,End of Half
7,80.0,Touchdown
8,80.0,Interception
9,42.0,Touchdown
10,78.0,Interception
11,27.0,Missed FG
12,72.0,Punt
13,99.0,Field Goal
14,55.0,Touchdown
15,44.0,Downs
0,70.0,Interception
1,73.0,Field Goal
2,80.0,Interception
3,45.0,Field Goal
4,80.0,Punt
5,88.0,Punt
6,95.0,End of Half
7,91.0,Punt
8,84.0,Punt
9,53.0,Punt
10,90.0,Field Goal
11,79.0,Touchdown
12,80.0,Missed FG
13,62.0,Punt
14,92.0,Fumble
15,17.0,Touchdown
16,86.0,Punt
17,53.0,Punt
18,86.0,Interception
19,98.0,Punt
20,88.0,Punt
0,80.0,Fumble
1,17.0,Touchdown
2,80.0,Punt
3,61.0,Fumble
4,36.0,Punt
5,92.0,Punt
6,27.0,Field Goal
7,80.0,Field Goal
8,80.0,Punt
9,74.0,Punt
10,90.0,Punt
11,92.0,Punt
12,61.0,Field Goal
13,80.0,Punt
14,78.0,Missed FG
15,67.0,End of Half
16,80.0,Field Goal
17,80.0,Punt
18,73.0,Punt
19,80.0,Field Goal
20,80.0,Punt
21,80.0,Field Goal
22,80.0,Field Goal
23,78.0,Touchdown
0,66.0,Punt
1,73.0,Touchdown
2,71.0,Missed FG
3,65.0,Punt
4,28.0,Missed FG
5,79.0,Punt
6,76.0,Punt
7,80.0,Punt
8,69.0,Field Goal
9,79.0,Punt
10,93.0,Punt
11,58.0,Touchdown
12,81.0,End of Half
13,74.0,Touchdown
14,71.0,Field Goal
15,69.0,Punt
16,63.0,Field Goal
17,93.0,Interception
18,27.0,Field Goal
19,72.0,Punt
20,83.0,Punt
21,90.0,Interception
22,75.0,Interception
23,84.0,Interception
24,80.0,Punt
25,84.0,Downs
0,80.0,Field Goal
1,87.0,Punt
2,84.0,Punt
3,79.0,Punt
4,63.0,Punt
5,90.0,Punt
6,82.0,Touchdown
7,75.0,Punt
8,89.0,Touchdown
9,61.0,Punt
10,87.0,Punt
11,72.0,Punt
12,72.0,Punt
13,82.0,Missed FG
14,59.0,End of Half
15,80.0,Field Goal
16,62.0,Fumble
17,38.0,Touchdown
18,83.0,Punt
19,41.0,Touchdown
20,80.0,Interception
21,98.0,Field Goal
22,80.0,Punt
23,59.0,Touchdown
24,80.0,Touchdown
0,74.0,Interception
1,64.0,Touchdown
2,71.0,Punt
3,92.0,Field Goal
4,78.0,Punt
5,82.0,Touchdown
6,66.0,Punt
7,94.0,Punt
8,84.0,End of Half
9,69.0,Punt
10,77.0,Punt
11,74.0,Punt
12,76.0,Punt
13,58.0,Field Goal
14,67.0,Punt
15,65.0,Punt
16,80.0,Interception
17,80.0,Touchdown
18,73.0,Punt
19,73.0,Downs
0,75.0,Punt
1,98.0,Punt
2,57.0,Field Goal
3,80.0,Punt
4,55.0,Touchdown
5,82.0,Touchdown
6,76.0,Touchdown
7,74.0,Punt
8,56.0,Punt
9,92.0,Punt
10,95.0,Interception
11,64.0,Field Goal
12,79.0,End of Half
13,82.0,Punt
14,66.0,Punt
15,84.0,Punt
16,66.0,Field Goal
17,81.0,Punt
18,76.0,Punt
19,69.0,Punt
20,80.0,Field Goal
21,76.0,Punt
22,75.0,Interception
23,18.0,Interception
24,80.0,Fumble
25,35.0,Touchdown
0,14.0,Field Goal
1,80.0,Punt
2,97.0,Interception
3,36.0,Field Goal
4,66.0,Punt
5,95.0,Punt
6,68.0,Missed FG
7,51.0,Interception
8,41.0,Interception
9,62.0,Blocked FG
10,77.0,Punt
11,79.0,Touchdown
12,80.0,Field Goal
13,80.0,Punt
14,80.0,Interception
15,62.0,Punt
16,90.0,Downs
17,43.0,Field Goal
18,80.0,Touchdown
19,80.0,Punt
20,67.0,End of Half
0,72.0,Punt
1,53.0,Touchdown
2,68.0,Punt
3,72.0,Punt
4,84.0,Punt
5,80.0,Punt
6,55.0,Field Goal
7,87.0,Punt
8,80.0,Punt
9,50.0,Punt
10,99.0,Touchdown
11,87.0,Missed FG
12,78.0,Punt
13,69.0,Punt
14,77.0,Punt
15,73.0,Punt
16,72.0,Punt
17,78.0,Punt
18,81.0,Punt
19,81.0,Touchdown
20,80.0,Interception
21,14.0,Field Goal
22,74.0,Fumble
23,80.0,Interception
24,11.0,Touchdown
25,87.0,Punt
26,50.0,Punt
27,82.0,Punt
28,92.0,Safety
29,19.0,Touchdown
30,64.0,Interception
0,80.0,Punt
1,79.0,Punt
2,84.0,Fumble
3,20.0,Field Goal
4,80.0,Punt
5,68.0,Touchdown
6,60.0,Touchdown
7,77.0,Missed FG
8,61.0,Field Goal
9,79.0,End of Half
10,88.0,Punt
11,39.0,Field Goal
12,75.0,Touchdown
13,43.0,Touchdown
14,73.0,Touchdown
15,86.0,Field Goal
16,72.0,Touchdown
17,81.0,Interception
18,24.0,Field Goal
19,80.0,Field Goal
20,87.0,Punt
0,80.0,Touchdown
1,83.0,Fumble
2,8.0,Field Goal
3,80.0,Touchdown
4,92.0,Touchdown
5,85.0,Field Goal
6,80.0,Field Goal
7,74.0,End of Half
8,80.0,Interception
9,32.0,Touchdown
10,80.0,Punt
11,76.0,Punt
12,63.0,Fumble
13,61.0,Touchdown
14,78.0,Downs
15,55.0,Touchdown
16,,
17,8.0,Touchdown
18,80.0,Touchdown
19,80.0,Punt
20,89.0,Downs
0,88.0,Interception
1,23.0,Field Goal
2,83.0,Punt
3,49.0,Touchdown
4,80.0,Punt
5,84.0,Missed FG
6,74.0,Punt
7,69.0,Missed FG
8,62.0,Interception
9,58.0,Touchdown
10,80.0,Punt
11,59.0,Field Goal
12,74.0,Punt
13,81.0,Interception
14,48.0,Punt
15,80.0,Punt
16,62.0,Field Goal
17,86.0,Punt
18,90.0,Punt
19,61.0,Touchdown
20,75.0,Fumble
21,39.0,Touchdown
22,80.0,Punt
23,79.0,Field Goal
24,80.0,Fumble
25,22.0,Downs
26,83.0,Punt
0,80.0,Punt
1,79.0,Field Goal
2,75.0,Punt
3,83.0,Punt
4,57.0,Downs
5,65.0,Interception
6,80.0,Punt
7,75.0,Touchdown
8,80.0,Punt
9,77.0,Punt
10,54.0,Missed FG
11,73.0,Field Goal
12,82.0,Punt
13,72.0,Punt
14,67.0,Missed FG
15,77.0,Punt
16,94.0,Punt
17,51.0,Touchdown
18,80.0,Punt
19,63.0,Touchdown
0,74.0,Touchdown
1,80.0,Punt
2,97.0,Field Goal
3,82.0,Punt
4,87.0,Touchdown
5,80.0,Punt
6,74.0,Touchdown
7,79.0,End of Half
8,80.0,Punt
9,82.0,Punt
10,57.0,Touchdown
11,47.0,Field Goal
12,80.0,Touchdown
13,80.0,Downs
14,97.0,Punt
15,71.0,Interception
16,56.0,Punt
17,98.0,Interception
0,80.0,Touchdown
1,66.0,Punt
2,80.0,Punt
3,80.0,Punt
4,91.0,Punt
5,79.0,Punt
6,95.0,Fumble
7,80.0,Punt
8,87.0,Touchdown
9,,
10,80.0,Punt
11,57.0,Punt
12,53.0,Punt
13,88.0,Punt
14,75.0,Punt
